date,source,destination,distance_km,congestion_index,time_of_day,weather,day_of_week,festival,actual_travel_time_min,road_type
26-12-2024,Byculla,Powai,23.82,0.89,05:11,Cloudy,Thursday,,169.9,congested
23-06-2022,Bandra Kurla Complex,Sion,4.84,0.87,15:49,Clear,Thursday,,37,congested
08-03-2023,Belapur,Ghatkopar,19.28,0.86,09:44,Cloudy,Wednesday,Holi,65.2,urban
23-04-2023,Goregaon,Mohammad Ali Road,30.82,0.73,03:27,Clear,Sunday,,97.9,urban
25-08-2023,Bandra Kurla Complex,Fort,20.47,1,17:47,Heavy Rain,Friday,,307,congested
15-04-2024,Andheri,Goregaon,5.29,0.8,05:41,Cloudy,Monday,,19,urban
17-04-2024,Girgaon,Nerul,28.21,0.97,22:50,Cloudy,Wednesday,,216.7,congested
26-05-2022,CST,Mohammad Ali Road,3.62,1,12:50,Cloudy,Thursday,,59.8,congested
22-02-2024,Andheri,Powai,9.12,0.91,17:07,Fog,Thursday,,45.4,urban
06-05-2024,Powai,Bandra Kurla Complex,13.15,0.81,13:18,Clear,Monday,,42.9,urban
20-01-2023,Malad,Eastern Freeway Start,17.82,0.75,11:30,Cloudy,Friday,,49.7,urban
15-08-2022,Marine Lines,Bhandup,37,0.6,07:39,Rain,Monday,Independence Day,68.6,freeway
26-08-2024,Nerul,Colaba,35.52,0.86,00:36,Rain,Monday,Janmashtami,141.6,urban
22-04-2024,Chembur,Panvel,33.97,0.42,04:47,Cloudy,Monday,,38.6,freeway
16-12-2023,Panvel,Dombivli,15.79,1,09:14,Fog,Saturday,,189.5,congested
02-06-2024,Chembur,Vashi,14.07,0.91,10:39,Rain,Sunday,,79.2,urban
06-05-2023,Malad,Marine Lines,32.95,0.36,09:28,Clear,Saturday,,41,freeway
16-04-2023,Ghatkopar,Andheri,9.11,0.97,01:37,Rain,Sunday,,89.8,congested
12-11-2023,Eastern Freeway Start,Thane,22.64,0.79,04:31,Cloudy,Sunday,Diwali,64.6,urban
02-05-2022,Goregaon,Kalyan,39.86,0.41,02:59,Clear,Monday,,48.2,freeway
29-07-2024,Ghatkopar,Western Express Highway,9.08,0.93,20:10,Heavy Rain,Monday,,136.2,congested
02-09-2024,Fort,Colaba,5.24,0.96,19:17,Heavy Rain,Monday,,68.1,urban
07-09-2024,Juhu,Nerul,33.18,0.64,19:20,Rain,Saturday,Ganesh Chaturthi,69.8,freeway
19-09-2023,CST,Lalbaug,6.3,0.87,01:57,Rain,Tuesday,Ganesh Chaturthi,36.1,urban
31-03-2024,Juhu,Panvel,42.2,0.72,23:59,Cloudy,Sunday,,127.4,urban
08-08-2023,Eastern Freeway Start,Sion,7.57,0.96,21:49,Rain,Tuesday,,67.4,congested
03-10-2024,Malad,Mulund,16.19,0.74,06:16,Clear,Thursday,Navratri,51.3,urban
14-06-2024,Dombivli,Mulund,18.24,0.94,09:11,Cloudy,Friday,,180.9,congested
15-06-2024,Belapur,Bhandup,18.5,0.83,12:06,Rain,Saturday,,74.8,urban
25-03-2024,Belapur,Thane,32.14,0.54,09:38,Clear,Monday,Holi,49.4,freeway
04-03-2024,Powai,Mulund,11.06,0.97,11:41,Clear,Monday,,83.2,congested
06-09-2023,Eastern Freeway Start,Dombivli,28.97,0.84,06:39,Storm,Wednesday,Janmashtami,74.8,freeway
26-07-2022,Eastern Freeway Start,Fort,20.78,0.22,06:33,Clear,Tuesday,,19.7,freeway
15-08-2024,Panvel,Matunga,32.97,1,14:03,Storm,Thursday,Independence Day,497.5,congested
03-09-2022,Kurla,Airoli,20.97,0.92,09:00,Heavy Rain,Saturday,,314.5,congested
26-06-2024,Fort,Borivali,50.53,0.78,23:11,Heavy Rain,Wednesday,,128.8,freeway
21-05-2024,Dombivli,Sion,32.46,0.25,04:29,Cloudy,Tuesday,,30.9,freeway
22-03-2023,Eastern Freeway Start,Byculla,14.78,1,08:03,Heavy Rain,Wednesday,Gudi Padwa,94.7,urban
17-12-2022,Malad,Ghatkopar,15.86,0.34,22:28,Cloudy,Saturday,,16.6,freeway
26-01-2024,Bandra Kurla Complex,Bandra,0.55,0.79,20:14,Clear,Friday,,1.9,urban
15-08-2024,Borivali,Kurla,24.1,0.91,08:56,Rain,Thursday,Independence Day,131.8,urban
28-07-2024,Colaba,Crawford Market,9.3,0.77,22:29,Cloudy,Sunday,,27,urban
07-09-2024,Vashi,Thane,19.23,0.92,06:51,Heavy Rain,Saturday,Ganesh Chaturthi,138.9,urban
09-05-2022,Bandra Kurla Complex,Mulund,25.84,0.56,07:42,Clear,Monday,,41.4,freeway
28-12-2023,Andheri,Mulund,19.2,0.73,04:35,Clear,Thursday,,57.3,urban
15-08-2024,Mohammad Ali Road,Colaba,7.25,0.84,03:32,Rain,Thursday,Independence Day,28.9,urban
02-04-2023,Thane,Belapur,29.27,0.27,14:17,Clear,Sunday,,30.8,freeway
14-02-2022,CST,Mohammad Ali Road,3.59,0.98,06:00,Fog,Monday,,43.1,congested
07-11-2023,Panvel,Matunga,32.8,0.4,10:07,Clear,Tuesday,,39.2,freeway
06-09-2023,Malad,Borivali,7.88,0.89,01:38,Heavy Rain,Wednesday,,52.7,urban
03-10-2024,Goregaon,Nerul,31.78,0.3,00:04,Clear,Thursday,Navratri,33.8,freeway
17-09-2022,Vashi,Nerul,6.55,0.77,12:45,Rain,Saturday,,25.4,urban
17-01-2024,CST,Belapur,29.79,0.79,22:12,Rain,Wednesday,,126.7,urban
10-01-2023,Borivali,Dadar,28.29,0.47,19:00,Clear,Tuesday,,35.5,freeway
07-02-2022,Vashi,Kalyan,35.58,0.92,21:02,Fog,Monday,,421.1,congested
02-05-2022,Matunga,Dadar,0.69,0.89,22:35,Clear,Monday,Eid,6.4,congested
18-08-2022,Fort,Belapur,31.66,0.75,05:03,Rain,Thursday,Janmashtami,110.9,urban
06-03-2022,Western Express Highway,Chembur,9.96,0.79,07:40,Clear,Sunday,,37.3,urban
15-08-2023,Western Express Highway,Belapur,27.83,0.96,03:08,Rain,Tuesday,Independence Day,300.4,congested
10-04-2024,Panvel,Juhu,41.43,0.79,23:08,Cloudy,Wednesday,Eid,125.9,urban
23-03-2023,Mulund,Powai,9.72,0.92,20:50,Clear,Thursday,Ramadan Evenings,52.1,urban
26-08-2024,Crawford Market,Juhu,18.58,0.94,02:30,Cloudy,Monday,Janmashtami,170.3,congested
31-08-2022,Byculla,Crawford Market,5.15,0.96,13:44,Rain,Wednesday,Ganesh Chaturthi,51.5,congested
31-08-2022,Colaba,Juhu,25.74,0.79,14:29,Rain,Wednesday,,71.8,freeway
31-07-2022,Matunga,Kalyan,45.86,0.28,01:56,Cloudy,Sunday,,43.3,freeway
25-07-2022,Lalbaug,Nerul,29.6,0.59,19:30,Rain,Monday,,55.7,freeway
12-01-2023,Thane,Western Express Highway,33.57,0.59,23:51,Rain,Thursday,,53,freeway
15-06-2022,Ghatkopar,Dadar,13.13,0.98,17:08,Heavy Rain,Wednesday,,197,congested
03-01-2022,Bhandup,Lalbaug,25.57,0.45,12:05,Clear,Monday,,31.3,freeway
15-08-2024,Nerul,Kalyan,36.65,0.59,10:55,Clear,Thursday,Independence Day,58,freeway
11-04-2024,Matunga,Mulund,27.74,0.55,02:10,Cloudy,Thursday,Gudi Padwa,45.4,freeway
25-03-2024,Thane,Borivali,16.59,0.98,12:53,Clear,Monday,Holi,138.1,congested
12-12-2023,Mulund,Bhandup,4.63,0.82,18:13,Rain,Tuesday,,20.7,urban
01-08-2023,Dadar,Vashi,21.22,0.88,19:05,Rain,Tuesday,,100.9,urban
25-03-2024,Crawford Market,Belapur,28.61,0.83,22:59,Clear,Monday,Holi,100.3,urban
11-04-2024,Powai,Kalyan,34.36,0.52,09:55,Rain,Thursday,,53.8,freeway
26-03-2023,Matunga,Dadar,0.7,0.51,20:36,Clear,Sunday,,0.9,freeway
28-10-2023,Goregaon,Ghatkopar,15.92,0.81,23:45,Clear,Saturday,,46.2,urban
15-08-2022,Nerul,Thane,27.18,0.82,14:57,Rain,Monday,Independence Day,140.1,urban
26-10-2022,Girgaon,Andheri,24.83,0.93,20:44,Rain,Wednesday,Navratri,146.6,urban
16-06-2022,Crawford Market,Bhandup,34.61,0.49,01:33,Rain,Thursday,,50.7,freeway
26-10-2022,Andheri,Girgaon,22.78,0.99,09:33,Storm,Wednesday,Navratri,110,urban
19-03-2022,Mulund,Bandra Kurla Complex,23.7,0.57,20:32,Clear,Saturday,,38.7,freeway
07-11-2022,Crawford Market,Airoli,35.58,0.95,16:39,Clear,Monday,,336.9,congested
17-03-2024,Eastern Freeway Start,Byculla,12.51,0.73,06:07,Clear,Sunday,,37.4,urban
21-04-2023,Worli,Chembur,14.43,0.82,16:09,Cloudy,Friday,,42.5,urban
07-01-2024,Fort,Crawford Market,4.28,0.5,02:59,Fog,Sunday,,6,freeway
27-08-2024,CST,Marine Lines,3.16,1,08:42,Heavy Rain,Tuesday,,62.5,urban
03-10-2024,Airoli,Fort,38.37,0.82,04:45,Heavy Rain,Thursday,Navratri,141,urban
04-11-2024,Crawford Market,Goregaon,24.13,0.57,10:02,Cloudy,Monday,,43.6,freeway
17-05-2022,Bhandup,Airoli,7.18,0.76,21:40,Clear,Tuesday,,21.8,urban
06-07-2023,Nerul,Airoli,15.57,0.95,18:13,Heavy Rain,Thursday,,116.4,urban
25-07-2023,Dadar,Kalyan,45.31,0.95,16:27,Cloudy,Tuesday,,379.1,congested
27-02-2023,CST,Eastern Freeway Start,17.29,0.75,05:42,Cloudy,Monday,,54.7,urban
19-01-2022,Dombivli,Bandra Kurla Complex,35.21,0.88,09:54,Cloudy,Wednesday,,341.1,congested
26-10-2022,Kalyan,Colaba,58.14,0.72,11:12,Clear,Wednesday,Navratri,170,urban
26-08-2023,CST,Fort,0.93,1,18:11,Heavy Rain,Saturday,,14,congested
15-08-2024,Vashi,Kurla,16.58,1,07:18,Storm,Thursday,Independence Day,286.2,congested
22-09-2023,Dombivli,Chembur,27.37,0.86,16:47,Rain,Friday,,118.1,urban
01-05-2024,Powai,Dombivli,23.11,0.83,17:46,Clear,Wednesday,,78.8,urban
29-08-2022,Thane,Kurla,24.76,0.53,04:30,Rain,Monday,,37.8,freeway
12-11-2023,Fort,Bhandup,34.24,0.3,13:22,Clear,Sunday,Diwali,37.1,freeway
21-02-2022,Colaba,Bandra Kurla Complex,23.87,0.82,05:29,Cloudy,Monday,,79.2,urban
23-06-2024,Kalyan,Byculla,57.28,0.83,01:24,Rain,Sunday,,222.4,urban
25-12-2022,Marine Lines,Lalbaug,7.09,0.94,20:56,Clear,Sunday,Christmas/NewYear,43.5,urban
24-10-2022,Bhandup,Malad,14.91,1,20:39,Rain,Monday,Diwali,223.7,congested
11-04-2024,Fort,Vashi,33.45,0.56,07:07,Clear,Thursday,Gudi Padwa,60.1,freeway
25-03-2024,Thane,Worli,37.39,0.36,05:25,Clear,Monday,Holi,39.6,freeway
26-03-2024,Girgaon,Crawford Market,3.24,0.92,15:01,Clear,Tuesday,,23.1,congested
31-07-2023,Marine Lines,Matunga,12.84,0.77,13:14,Cloudy,Monday,,41.7,urban
25-06-2023,Lalbaug,Dadar,3.76,0.9,00:45,Heavy Rain,Sunday,,28.1,urban
25-03-2024,Lalbaug,Bandra Kurla Complex,10.72,0.63,01:06,Storm,Monday,Holi,16.6,freeway
03-10-2024,Thane,Andheri,22.91,0.9,11:21,Clear,Thursday,Navratri,114.9,urban
25-03-2023,Matunga,Kurla,7.04,0.8,04:22,Clear,Saturday,,21.2,urban
10-11-2022,Colaba,Ghatkopar,28.62,0.94,22:53,Clear,Thursday,,235.4,congested
01-11-2024,Nerul,Western Express Highway,26.31,0.3,06:17,Clear,Friday,Diwali,29.2,freeway
24-01-2023,CST,Dombivli,37.2,0.59,10:08,Cloudy,Tuesday,,57.4,freeway
02-11-2023,Andheri,Kurla,8.49,0.45,06:13,Rain,Thursday,,11,freeway
15-08-2024,Crawford Market,Belapur,28.09,0.6,06:23,Rain,Thursday,Independence Day,46.8,freeway
11-12-2024,Sion,Ghatkopar,7.05,0.97,09:24,Cloudy,Wednesday,,69.9,congested
10-04-2024,Marine Lines,Worli,8.5,0.95,23:30,Clear,Wednesday,Eid,68.7,congested
11-06-2023,Girgaon,Chembur,17.53,0.54,19:28,Cloudy,Sunday,,25.4,freeway
24-10-2022,Bhandup,Goregaon,13.97,0.89,21:10,Rain,Monday,Diwali,136.1,congested
17-04-2023,Airoli,Western Express Highway,24.01,0.86,22:28,Rain,Monday,,91,urban
15-04-2024,Andheri,Dadar,14.97,0.48,00:19,Rain,Monday,,20.6,freeway
25-12-2022,Sion,Dadar,4.22,0.98,20:33,Clear,Sunday,Christmas/NewYear,52.2,congested
02-05-2022,Lalbaug,Ghatkopar,16.04,0.95,02:23,Clear,Monday,Eid,141.4,congested
11-06-2022,Nerul,Panvel,16.33,0.83,01:32,Rain,Saturday,,57.5,urban
02-04-2022,Goregaon,Kalyan,48.07,0.76,04:11,Clear,Saturday,Gudi Padwa,158.2,urban
02-11-2023,Sion,Panvel,40.76,1,16:03,Cloudy,Thursday,,181.4,urban
29-04-2022,Vashi,Chembur,14.45,0.75,23:18,Clear,Friday,,48,urban
24-10-2022,Belapur,Malad,32.01,0.8,13:09,Clear,Monday,Diwali,114.8,urban
04-02-2024,Powai,Worli,24.44,0.72,22:16,Clear,Sunday,,74.7,urban
12-11-2023,Juhu,Vashi,22.17,0.82,22:36,Clear,Sunday,Diwali,84.8,urban
15-03-2023,Byculla,Lalbaug,1.02,0.9,09:43,Clear,Wednesday,,4.7,urban
15-03-2024,Bandra Kurla Complex,Ghatkopar,8.34,0.41,10:21,Clear,Friday,,11.3,freeway
09-08-2023,Kalyan,Colaba,62.48,1,08:45,Heavy Rain,Wednesday,,937.2,congested
22-12-2023,Girgaon,Bandra Kurla Complex,17.45,0.81,07:10,Clear,Friday,,68.4,urban
11-04-2024,Fort,Colaba,4.65,0.84,01:06,Clear,Thursday,Gudi Padwa,15.1,urban
09-10-2024,Colaba,Andheri,28.58,0.8,00:19,Clear,Wednesday,,90.2,urban
16-07-2024,Eastern Freeway Start,Ghatkopar,1.85,0.94,00:26,Rain,Tuesday,,17,congested
25-03-2024,Marine Lines,Byculla,7.29,0.86,20:38,Clear,Monday,Holi,29.7,urban
15-04-2022,Girgaon,Sion,12.6,0.73,01:11,Clear,Friday,,35.2,urban
20-04-2023,Lalbaug,Kalyan,50.55,0.52,10:03,Clear,Thursday,,82.8,freeway
02-10-2024,Borivali,Western Express Highway,24.06,1,20:04,Clear,Wednesday,,206,urban
15-07-2023,Dadar,Mohammad Ali Road,10.59,0.89,14:36,Rain,Saturday,,102.4,congested
28-11-2022,Nerul,Goregaon,32.39,0.33,02:42,Clear,Monday,,36.4,freeway
26-08-2024,Girgaon,Colaba,5.47,0.94,15:55,Heavy Rain,Monday,Janmashtami,82,congested
01-11-2024,Thane,Lalbaug,38.17,0.83,07:25,Clear,Friday,Diwali,137,urban
04-07-2023,Thane,Vashi,21.55,0.54,13:58,Clear,Tuesday,,38,freeway
18-03-2022,Western Express Highway,Matunga,7.76,0.93,11:20,Clear,Friday,Holi,57.8,congested
11-03-2024,Borivali,Worli,37.35,0.36,15:46,Clear,Monday,Ramadan Evenings,40.8,freeway
24-04-2023,Belapur,Borivali,33.43,0.97,00:23,Clear,Monday,,319.4,congested
11-07-2022,Nerul,Marine Lines,27.78,0.55,05:52,Rain,Monday,,45.3,freeway
20-08-2022,Thane,Belapur,26.6,0.85,02:35,Heavy Rain,Saturday,,176.1,urban
04-09-2024,Bandra,Sion,6.11,1,20:58,Rain,Wednesday,,90.3,congested
03-10-2024,Kurla,Sion,4.88,0.99,15:26,Clear,Thursday,Navratri,41,congested
09-01-2022,Kurla,Western Express Highway,5.15,0.79,15:49,Rain,Sunday,,17.5,urban
28-05-2023,Western Express Highway,Panvel,35.13,0.81,18:16,Cloudy,Sunday,,155.3,urban
26-08-2024,Kurla,Vashi,15.75,0.97,19:12,Rain,Monday,Janmashtami,236.2,congested
26-03-2024,Girgaon,Powai,28.07,0.3,01:50,Rain,Tuesday,,30.1,freeway
25-12-2024,Marine Lines,Nerul,28.86,0.91,01:53,Fog,Wednesday,Christmas/NewYear,198.1,urban
11-04-2024,Dombivli,Girgaon,48.36,0.94,22:48,Clear,Thursday,Gudi Padwa,350.2,congested
12-11-2023,Andheri,Thane,20.53,0.72,14:43,Clear,Sunday,Diwali,60.2,urban
01-08-2022,Eastern Freeway Start,Girgaon,17.34,0.95,01:41,Rain,Monday,,171.3,congested
27-07-2023,Fort,Andheri,24.09,0.98,01:13,Rain,Thursday,,243.9,congested
15-08-2023,Ghatkopar,Eastern Freeway Start,2.21,0.84,10:39,Rain,Tuesday,Independence Day,10.9,urban
28-02-2022,Borivali,Dombivli,43.18,0.9,06:09,Clear,Monday,,441.8,congested
22-03-2023,Vashi,Chembur,12.92,0.38,06:29,Clear,Wednesday,Gudi Padwa,15.1,freeway
02-04-2022,Western Express Highway,Crawford Market,17.09,0.89,20:20,Cloudy,Saturday,Gudi Padwa,79,urban
21-03-2022,Airoli,Mohammad Ali Road,41.09,0.41,14:30,Rain,Monday,,52.4,freeway
01-11-2022,Matunga,Mohammad Ali Road,9.33,0.75,16:10,Clear,Tuesday,,29.8,urban
18-09-2023,Panvel,Crawford Market,36.86,0.99,13:20,Heavy Rain,Monday,,316,urban
26-08-2024,Marine Lines,Bandra Kurla Complex,18.96,0.92,14:07,Rain,Monday,Janmashtami,222.8,congested
22-03-2023,Sion,Bhandup,20.48,0.9,10:10,Cloudy,Wednesday,Gudi Padwa,110.4,urban
25-10-2024,Eastern Freeway Start,Borivali,22.79,0.6,06:11,Clear,Friday,,40.7,freeway
18-01-2023,Andheri,Girgaon,29.09,0.74,16:57,Clear,Wednesday,,95.8,urban
10-05-2022,Bhandup,CST,29.25,0.5,18:03,Clear,Tuesday,,42.6,freeway
31-10-2023,Girgaon,Western Express Highway,16.62,0.82,05:08,Clear,Tuesday,,50.3,urban
25-05-2023,Colaba,Lalbaug,11.36,0.34,11:10,Clear,Thursday,,11.6,freeway
12-12-2024,Belapur,Sion,25.38,0.21,04:19,Clear,Thursday,,24.7,freeway
25-12-2022,Girgaon,Matunga,10.75,0.49,15:36,Rain,Sunday,Christmas/NewYear,14,freeway
28-02-2022,Colaba,Thane,56.03,0.5,09:06,Clear,Monday,,78.2,freeway
03-05-2023,Andheri,Girgaon,25.62,0.84,10:06,Clear,Wednesday,,104.2,urban
01-11-2024,Matunga,Fort,11.27,0.94,20:57,Heavy Rain,Friday,Diwali,75.1,urban
06-02-2024,Lalbaug,Panvel,33.87,0.8,17:52,Fog,Tuesday,,146.5,urban
15-07-2023,Bandra Kurla Complex,Dombivli,33.02,0.91,14:42,Rain,Saturday,,374.1,congested
16-09-2024,Byculla,Nerul,25.23,0.84,02:16,Rain,Monday,,100.8,urban
06-06-2023,Vashi,Juhu,21.9,0.84,18:13,Rain,Tuesday,,115.2,urban
23-05-2022,Kurla,Worli,12.9,1,19:06,Clear,Monday,,185.4,congested
17-12-2024,Fort,Belapur,25.86,0.47,17:40,Clear,Tuesday,,34.9,freeway
20-11-2022,Eastern Freeway Start,Western Express Highway,11.26,0.88,01:05,Clear,Sunday,,94.7,congested
27-09-2022,Girgaon,Worli,6.33,0.95,03:59,Heavy Rain,Tuesday,,36.5,urban
28-08-2022,Chembur,Byculla,11.44,0.29,13:51,Cloudy,Sunday,,12,freeway
23-03-2023,Lalbaug,Mohammad Ali Road,5.42,0.63,12:11,Heavy Rain,Thursday,Ramadan Evenings,10.9,freeway
21-04-2023,Matunga,Juhu,12.05,0.28,00:53,Cloudy,Friday,Eid,11.7,freeway
07-06-2023,Panvel,Matunga,32.35,0.76,13:32,Rain,Wednesday,,114.8,urban
30-09-2024,Girgaon,Powai,27.93,0.99,10:49,Heavy Rain,Monday,,281.6,urban
15-09-2024,Girgaon,Byculla,7.64,0.94,09:46,Heavy Rain,Sunday,,87.4,urban
03-10-2024,Bandra Kurla Complex,Fort,20.49,0.83,21:52,Clear,Thursday,Navratri,68,urban
19-11-2022,Sion,Crawford Market,11.78,0.92,21:18,Clear,Saturday,,99.2,congested
03-03-2022,Dombivli,Airoli,15.64,0.92,10:30,Clear,Thursday,,149.4,congested
01-12-2023,Fort,Belapur,25.33,0.47,17:56,Clear,Friday,,35.5,freeway
11-04-2024,Kalyan,Colaba,63.91,0.96,10:59,Cloudy,Thursday,Gudi Padwa,958.6,congested
24-09-2024,Marine Lines,Girgaon,1.22,0.6,18:00,Rain,Tuesday,,2.5,freeway
03-10-2024,Fort,CST,0.95,0.76,06:07,Clear,Thursday,Navratri,3.1,urban
25-12-2022,Bandra,Vashi,20.99,1,08:34,Cloudy,Sunday,Christmas/NewYear,314.8,congested
29-09-2024,Malad,Bandra,19.29,0.91,18:46,Rain,Sunday,,97.2,urban
12-11-2023,Juhu,Kalyan,50.86,0.45,21:58,Cloudy,Sunday,Diwali,65.6,freeway
31-08-2022,Matunga,Dombivli,35.07,0.58,22:49,Rain,Wednesday,Ganesh Chaturthi,57.7,freeway
21-12-2023,Byculla,Vashi,29.14,0.43,21:11,Fog,Thursday,,37.5,freeway
19-09-2023,Eastern Freeway Start,Worli,18.48,0.91,15:29,Rain,Tuesday,Ganesh Chaturthi,201.8,congested
15-09-2023,Andheri,Marine Lines,22.64,0.96,12:53,Heavy Rain,Friday,,339.6,congested
10-02-2024,Juhu,Byculla,17.4,0.87,18:23,Fog,Saturday,,79.9,urban
22-09-2022,Thane,Eastern Freeway Start,23.57,1,19:36,Cloudy,Thursday,,167.1,urban
04-10-2023,Byculla,Bandra,7.94,0.77,21:01,Clear,Wednesday,,23.6,urban
27-07-2022,Powai,Kurla,9.26,0.96,19:38,Rain,Wednesday,,59.8,urban
15-10-2023,Borivali,Dadar,32.51,0.95,02:16,Clear,Sunday,Navratri,403.6,congested
30-04-2022,Girgaon,Dombivli,39,0.35,10:01,Clear,Saturday,,47.6,freeway
14-03-2023,Crawford Market,Belapur,24.12,0.83,05:24,Clear,Tuesday,,72.7,urban
25-07-2023,Goregaon,Bandra Kurla Complex,15.35,0.76,22:38,Rain,Tuesday,,53.9,urban
25-01-2024,Powai,Marine Lines,24.64,0.96,13:17,Rain,Thursday,,269.3,congested
08-02-2023,Eastern Freeway Start,Juhu,13.72,0.8,21:46,Cloudy,Wednesday,,45.6,urban
07-02-2023,Airoli,Colaba,40.26,0.73,23:57,Clear,Tuesday,,120.5,urban
03-12-2022,Western Express Highway,Bandra,2.15,0.87,00:11,Clear,Saturday,,15.8,congested
26-08-2022,Airoli,Girgaon,34.03,1,17:27,Rain,Friday,,510.5,congested
20-01-2024,Sion,CST,14.91,0.25,14:33,Clear,Saturday,,14.6,freeway
18-09-2023,Juhu,Mulund,21.1,0.92,19:22,Cloudy,Monday,,271.6,congested
14-07-2024,Kalyan,Western Express Highway,53.93,0.67,23:04,Heavy Rain,Sunday,,119.2,freeway
10-08-2022,Bandra,Ghatkopar,8.07,0.97,06:00,Cloudy,Wednesday,,63.2,congested
07-02-2024,Fort,Bhandup,32.73,0.78,02:10,Cloudy,Wednesday,,101.9,urban
18-02-2023,Juhu,Bandra Kurla Complex,7.77,0.95,23:04,Clear,Saturday,,62.4,congested
24-10-2022,Bhandup,Thane,10.17,0.76,12:16,Clear,Monday,Diwali,32.3,urban
25-12-2024,Sion,Ghatkopar,7.17,0.49,20:55,Clear,Wednesday,Christmas/NewYear,10.1,freeway
22-03-2023,Powai,Dadar,20.09,1,11:14,Storm,Wednesday,Gudi Padwa,132.3,urban
31-10-2024,Belapur,Eastern Freeway Start,15.94,0.78,04:11,Clear,Thursday,,47.1,urban
29-08-2023,Nerul,Bhandup,15.65,1,11:45,Clear,Tuesday,,81.6,urban
02-05-2022,Fort,Airoli,36.07,1,13:58,Storm,Monday,Eid,360.4,congested
15-08-2024,Girgaon,Powai,26.01,0.46,04:53,Rain,Thursday,Independence Day,37.7,freeway
06-09-2023,Lalbaug,Girgaon,5.81,0.97,01:22,Cloudy,Wednesday,Janmashtami,48.5,congested
23-03-2023,Dadar,Worli,5.5,0.74,06:03,Cloudy,Thursday,Ramadan Evenings,18.2,urban
12-06-2024,Eastern Freeway Start,Andheri,11.82,1,05:45,Heavy Rain,Wednesday,,121.8,urban
20-12-2022,Airoli,Vashi,13.1,0.87,17:37,Rain,Tuesday,,86.7,urban
05-11-2023,Dombivli,Vashi,11.22,1,09:09,Rain,Sunday,,168.3,congested
15-10-2023,Western Express Highway,Mohammad Ali Road,17.19,0.74,11:14,Clear,Sunday,Navratri,50,urban
17-08-2023,CST,Bandra,16.21,0.87,12:21,Heavy Rain,Thursday,,96,urban
13-06-2022,Ghatkopar,Chembur,1.88,0.82,02:26,Rain,Monday,,7.3,urban
21-12-2022,Byculla,Borivali,34.79,0.81,22:30,Fog,Wednesday,,134.2,urban
18-03-2022,Dadar,Juhu,14.12,0.92,17:00,Rain,Friday,Holi,211.8,congested
10-07-2022,Dombivli,Ghatkopar,23.79,0.88,17:31,Rain,Sunday,,119,urban
12-02-2023,Byculla,Kurla,12.35,0.89,13:22,Rain,Sunday,,116.3,congested
05-11-2024,Panvel,Nerul,16.57,0.79,20:23,Clear,Tuesday,,62.7,urban
06-09-2023,Bhandup,Worli,26.36,1,06:57,Rain,Wednesday,Janmashtami,280.2,congested
19-12-2023,Thane,Eastern Freeway Start,27.98,0.77,19:44,Clear,Tuesday,,96.8,urban
29-07-2024,Andheri,Eastern Freeway Start,12.7,0.9,18:58,Rain,Monday,,77,urban
12-03-2023,Vashi,Juhu,28.29,0.97,20:40,Clear,Sunday,,276.8,congested
09-06-2024,Dombivli,Powai,25.05,0.29,12:23,Cloudy,Sunday,,27.2,freeway
22-10-2024,Dombivli,Ghatkopar,27.76,0.92,11:40,Clear,Tuesday,,213.9,congested
11-11-2023,Malad,Borivali,8.82,0.84,12:32,Cloudy,Saturday,,29.4,urban
11-03-2024,Matunga,Panvel,37.46,0.42,04:09,Cloudy,Monday,Ramadan Evenings,42.8,freeway
24-04-2023,Girgaon,Dombivli,45.08,0.64,08:37,Rain,Monday,,79.1,freeway
18-03-2022,Kalyan,Thane,24.18,0.79,04:50,Clear,Friday,Holi,79.2,urban
10-06-2024,Matunga,Marine Lines,10.73,0.88,07:51,Rain,Monday,,76,urban
22-05-2024,Goregaon,Lalbaug,23.2,0.77,19:09,Clear,Wednesday,,87.9,urban
11-10-2023,Borivali,Goregaon,11.71,0.85,17:05,Clear,Wednesday,,42.5,urban
23-05-2024,Goregaon,Malad,2.85,0.81,23:37,Clear,Thursday,,8.1,urban
24-01-2022,Thane,Juhu,27.31,0.54,22:30,Rain,Monday,,42.3,freeway
28-12-2023,Girgaon,Ghatkopar,20.72,0.78,12:15,Cloudy,Thursday,,60.1,urban
25-12-2024,Mulund,Andheri,17.47,0.53,15:11,Rain,Wednesday,Christmas/NewYear,26.1,freeway
16-07-2023,Lalbaug,Bhandup,30.58,0.95,20:00,Heavy Rain,Sunday,,264.7,urban
06-09-2023,Matunga,Girgaon,10.88,0.81,23:48,Clear,Wednesday,Janmashtami,41.9,urban
12-11-2023,Malad,Colaba,39,0.96,19:39,Clear,Sunday,Diwali,509.1,congested
07-04-2024,Lalbaug,Kurla,11.9,0.97,06:09,Rain,Sunday,,150,congested
08-12-2022,Western Express Highway,Sion,8.47,0.87,15:34,Clear,Thursday,,62.2,congested
08-10-2023,Colaba,Panvel,42.25,0.94,08:20,Cloudy,Sunday,,429,congested
25-12-2023,Dombivli,Kurla,33.29,0.76,10:04,Heavy Rain,Monday,Christmas/NewYear,82,freeway
10-04-2024,Malad,Vashi,25.88,0.58,07:29,Clear,Wednesday,Eid,42.8,freeway
