time_of_day,day_of_week,weather,ors_time,congestion_index,actual_travel_time,distance_km,congestion_index
Midday,Monday,Rainy,30.3,1.14,40.46,23.85,0.92
Night,Sunday,Rainy,53.66,0.85,56.3,3.37,0.8
Morning Peak,Sunday,Rainy,11.61,1.64,21.84,8.93,1.0
Midday,Wednesday,Clear,54.79,1.23,67.15,14.96,0.73
Midday,Friday,Rainy,42.6,1.05,56.32,30.66,0.93
Morning Peak,Thursday,Rainy,46.88,1.32,69.87,2.99,0.31
Midday,Tuesday,Clear,10.13,1.02,10.38,13.9,0.91
Morning Peak,Wednesday,Clear,41.41,1.63,67.44,10.89,0.87
Morning Peak,Sunday,Clear,39.42,1.37,53.92,18.83,0.36
Night,Wednesday,Rainy,36.86,0.95,41.52,23.27,0.21
Evening Peak,Tuesday,Clear,49.29,1.26,62.16,29.61,0.96
Night,Sunday,Rainy,37.79,0.85,39.9,15.32,0.95
Evening Peak,Tuesday,Clear,52.85,1.2,63.52,28.19,0.7
Evening Peak,Thursday,Rainy,21.63,1.33,32.38,26.25,0.57
Evening Peak,Wednesday,Clear,50.3,1.24,62.17,19.47,0.84
Midday,Saturday,Clear,18.97,1.12,21.21,36.79,1.0
Night,Wednesday,Cloudy,50.66,0.98,49.61,32.72,1.0
Evening Peak,Monday,Clear,57.02,1.35,76.81,8.92,0.94
Morning Peak,Friday,Clear,26.78,1.65,44.26,9.05,0.92
Midday,Friday,Clear,36.49,1.22,44.61,41.09,0.91
Night,Monday,Cloudy,42.92,1.01,43.3,21.35,0.72
Evening Peak,Sunday,Rainy,13.97,1.57,26.84,20.89,0.95
Morning Peak,Friday,Rainy,34.7,1.42,62.02,30.17,0.64
Night,Tuesday,Clear,28.03,0.86,24.02,4.17,0.91
Night,Friday,Clear,53.62,0.98,52.71,7.24,0.95
Midday,Friday,Cloudy,53.83,1.18,63.44,21.58,0.82
Night,Monday,Rainy,45.04,0.95,52.33,14.2,0.84
Midday,Sunday,Clear,42.79,1.0,42.84,25.63,0.97
Evening Peak,Thursday,Clear,46.68,1.42,66.39,14.72,0.92
Midday,Friday,Clear,28.3,1.28,36.22,47.94,0.38
Morning Peak,Saturday,Rainy,30.23,1.47,53.32,36.91,0.8
Midday,Friday,Clear,37.69,1.29,48.62,6.51,0.92
Morning Peak,Thursday,Rainy,56.9,1.48,106.64,15.47,0.46
Midday,Monday,Clear,46.2,1.04,48.14,21.02,0.86
Night,Thursday,Clear,37.55,0.92,34.53,8.77,0.58
Evening Peak,Monday,Clear,48.52,1.4,67.82,8.34,0.9
Morning Peak,Tuesday,Clear,28.54,1.61,46.09,11.5,0.86
Midday,Monday,Clear,46.52,1.15,53.57,43.61,0.81
Midday,Tuesday,Clear,30.53,1.16,35.45,17.7,0.77
Midday,Tuesday,Clear,23.98,1.01,24.16,15.38,0.82
Night,Monday,Clear,40.49,0.88,35.47,8.1,1.0
Night,Saturday,Clear,44.34,0.89,39.61,17.61,1.0
Morning Peak,Wednesday,Stormy,32.96,1.79,94.34,23.23,0.85
Morning Peak,Monday,Cloudy,38.28,1.45,55.41,21.54,0.88
Night,Friday,Cloudy,44.7,1.07,47.79,58.53,0.81
Morning Peak,Saturday,Clear,48.39,1.45,70.27,5.49,0.97
Evening Peak,Saturday,Clear,54.78,1.24,67.84,5.77,0.79
Evening Peak,Friday,Clear,27.73,1.3,36.02,20.05,0.35
Night,Wednesday,Cloudy,57.57,0.88,50.77,30.66,1.0
Morning Peak,Saturday,Clear,41.86,1.79,74.9,37.97,1.0
Midday,Tuesday,Clear,49.39,1.2,59.38,5.55,0.99
Evening Peak,Wednesday,Rainy,44.99,1.57,80.39,17.46,0.89
Night,Sunday,Clear,20.28,1.05,21.3,23.68,0.88
Morning Peak,Friday,Clear,13.57,1.59,21.57,3.21,1.0
Night,Wednesday,Clear,46.31,1.0,46.44,5.9,0.94
Midday,Monday,Cloudy,35.55,1.19,42.22,19.07,0.96
Evening Peak,Wednesday,Rainy,45.11,1.47,81.92,7.19,0.97
Night,Tuesday,Clear,33.84,0.88,29.76,33.55,0.75
Night,Monday,Clear,25.61,0.92,23.63,5.35,0.83
Night,Thursday,Cloudy,24.25,0.98,23.71,47.31,0.29
Midday,Friday,Clear,46.53,1.01,47.03,43.13,0.6
Night,Friday,Cloudy,23.84,0.94,22.52,27.03,0.6
Midday,Wednesday,Cloudy,45.73,1.26,57.53,31.72,0.91
Midday,Saturday,Clear,29.2,1.15,33.51,37.49,0.53
Midday,Monday,Clear,48.54,1.17,56.59,8.69,0.88
Evening Peak,Thursday,Cloudy,17.14,1.28,21.95,36.43,0.34
Evening Peak,Monday,Clear,20.25,1.52,30.73,39.73,0.89
Night,Friday,Clear,44.3,0.91,40.21,53.92,1.0
Night,Monday,Rainy,38.01,1.09,46.12,5.03,0.78
Evening Peak,Thursday,Clear,20.19,1.6,32.26,13.36,0.9
Morning Peak,Saturday,Clear,55.14,1.76,96.94,15.79,0.8
Evening Peak,Wednesday,Clear,23.8,1.23,29.36,13.23,0.91
Midday,Tuesday,Cloudy,31.05,1.1,34.16,17.7,0.83
Evening Peak,Monday,Clear,20.11,1.58,31.74,45.32,0.86
Midday,Tuesday,Stormy,29.4,1.24,47.92,24.39,0.84
Night,Friday,Rainy,34.58,1.07,42.92,29.89,0.89
Morning Peak,Wednesday,Clear,24.76,1.59,39.28,8.92,0.98
Night,Sunday,Clear,48.45,0.94,45.75,5.18,0.78
Midday,Wednesday,Clear,29.7,1.03,30.65,27.49,0.28
Midday,Monday,Cloudy,46.48,1.25,58.18,19.18,0.76
Midday,Saturday,Rainy,20.35,1.22,32.23,28.7,0.76
Morning Peak,Wednesday,Cloudy,28.85,1.33,38.36,8.53,1.0
Evening Peak,Monday,Clear,10.4,1.28,13.35,23.06,0.72
Night,Monday,Cloudy,47.93,0.97,46.36,19.23,0.92
Night,Tuesday,Clear,41.29,1.01,41.51,37.18,0.3
Evening Peak,Wednesday,Rainy,50.89,1.26,77.31,5.99,0.84
Night,Monday,Cloudy,32.78,0.87,28.63,2.53,1.0
Morning Peak,Tuesday,Clear,49.99,1.4,69.81,19.34,0.79
Night,Thursday,Clear,42.38,0.87,36.7,18.13,0.9
Midday,Sunday,Rainy,10.18,1.28,14.99,23.57,0.86
Evening Peak,Tuesday,Rainy,22.68,1.49,37.98,24.03,0.6
Morning Peak,Tuesday,Clear,34.69,1.67,57.89,8.72,0.82
Evening Peak,Monday,Clear,40.93,1.52,62.12,12.31,0.74
Morning Peak,Friday,Cloudy,13.28,1.48,19.63,17.33,1.0
Midday,Friday,Clear,45.25,1.23,55.67,43.91,0.91
Evening Peak,Saturday,Clear,37.18,1.59,59.16,33.0,0.8
Night,Friday,Clear,36.29,1.01,36.63,16.1,0.81
Morning Peak,Tuesday,Clear,24.6,1.51,37.11,29.38,0.23
Evening Peak,Saturday,Cloudy,39.74,1.49,59.08,36.49,1.0
Night,Monday,Stormy,11.37,1.07,19.19,21.47,0.95
Evening Peak,Wednesday,Cloudy,13.24,1.25,16.56,53.89,0.99
Evening Peak,Sunday,Clear,46.69,1.31,60.99,17.37,1.0
Evening Peak,Sunday,Cloudy,26.09,1.57,40.91,5.49,0.83
Morning Peak,Tuesday,Clear,27.35,1.77,48.49,11.35,0.33
Night,Tuesday,Clear,20.42,0.95,19.3,10.13,0.82
Midday,Saturday,Rainy,32.28,1.11,42.1,20.35,0.74
Morning Peak,Monday,Clear,12.6,1.44,18.16,43.47,0.62
Morning Peak,Thursday,Stormy,25.02,1.55,53.96,8.37,0.82
Morning Peak,Tuesday,Clear,36.36,1.77,64.25,11.88,0.3
Midday,Thursday,Cloudy,33.28,1.04,34.78,22.36,0.81
Night,Thursday,Clear,59.98,0.93,55.54,33.36,0.53
Night,Friday,Clear,29.44,1.07,31.6,2.93,1.0
Night,Monday,Clear,29.35,0.9,26.55,12.55,0.99
Evening Peak,Sunday,Rainy,35.18,1.51,67.42,23.34,0.99
Evening Peak,Sunday,Rainy,19.52,1.36,32.3,37.44,0.29
Evening Peak,Thursday,Rainy,53.82,1.52,92.86,5.03,0.92
Midday,Sunday,Rainy,38.61,1.29,59.19,38.11,0.75
Evening Peak,Monday,Rainy,19.61,1.36,34.16,16.93,0.9
Midday,Friday,Clear,49.67,1.25,62.27,28.73,0.4
Night,Monday,Clear,11.72,1.1,12.85,15.97,0.79
Evening Peak,Tuesday,Cloudy,59.13,1.59,94.22,15.21,0.98
Evening Peak,Thursday,Cloudy,53.26,1.37,73.15,15.37,0.82
Morning Peak,Monday,Rainy,38.98,1.54,77.0,21.08,0.75
Midday,Sunday,Clear,15.56,1.09,16.98,23.02,0.82
Night,Wednesday,Clear,20.76,0.89,18.57,30.57,0.33
Morning Peak,Monday,Rainy,23.97,1.55,41.29,41.07,0.62
Morning Peak,Thursday,Cloudy,22.05,1.4,30.88,14.51,0.77
Night,Friday,Clear,34.88,1.01,35.34,55.49,0.83
Morning Peak,Sunday,Rainy,57.23,1.57,103.54,40.15,1.0
Midday,Friday,Rainy,32.21,1.27,46.24,39.46,0.39
Midday,Thursday,Clear,43.08,1.24,53.55,6.88,0.94
Evening Peak,Sunday,Rainy,44.43,1.33,71.25,0.93,0.82
Morning Peak,Tuesday,Rainy,53.58,1.55,104.0,25.62,0.82
Evening Peak,Sunday,Rainy,11.69,1.5,20.33,29.61,0.45
Morning Peak,Tuesday,Rainy,30.22,1.4,52.82,44.5,0.89
Midday,Friday,Cloudy,49.24,1.01,49.7,35.44,0.74
Midday,Friday,Clear,50.74,1.26,63.72,22.48,0.82
Midday,Thursday,Clear,56.37,1.04,58.69,26.0,0.92
Morning Peak,Tuesday,Clear,45.14,1.74,78.76,61.74,0.26
Midday,Friday,Clear,22.26,1.27,28.36,9.75,0.8
Morning Peak,Tuesday,Clear,35.28,1.53,54.0,6.2,0.94
Evening Peak,Friday,Clear,11.62,1.52,17.69,16.0,0.9
Morning Peak,Sunday,Clear,42.35,1.48,62.74,11.18,0.75
Evening Peak,Monday,Clear,37.71,1.54,58.21,36.25,0.81
Morning Peak,Wednesday,Rainy,43.34,1.71,91.56,25.76,0.7
Evening Peak,Sunday,Clear,56.51,1.23,69.58,21.82,1.0
Midday,Saturday,Cloudy,44.36,1.17,52.12,21.53,0.92
Evening Peak,Monday,Cloudy,26.02,1.46,37.89,29.17,1.0
Midday,Saturday,Clear,19.94,1.0,19.94,43.17,0.84
Midday,Friday,Rainy,52.73,1.29,84.99,32.06,0.48
Evening Peak,Wednesday,Cloudy,19.72,1.36,26.87,47.83,0.38
Morning Peak,Wednesday,Clear,18.08,1.56,28.18,29.3,0.31
Morning Peak,Friday,Clear,20.33,1.4,28.41,40.06,0.24
Night,Friday,Clear,35.44,0.98,34.85,4.86,0.88
Morning Peak,Tuesday,Clear,16.21,1.71,27.64,21.93,1.0
Night,Friday,Clear,56.91,0.98,55.53,6.08,0.75
Morning Peak,Thursday,Cloudy,58.31,1.69,98.78,7.34,0.82
Morning Peak,Friday,Rainy,58.69,1.67,126.07,15.69,0.95
Midday,Thursday,Cloudy,11.96,1.07,12.81,31.94,0.28
Night,Friday,Clear,57.31,0.93,53.34,7.78,0.79
Morning Peak,Tuesday,Clear,59.87,1.37,82.28,30.54,0.69
Night,Thursday,Clear,57.12,0.81,46.42,7.14,0.22
Midday,Monday,Clear,43.55,1.02,44.37,36.55,0.82
Midday,Thursday,Clear,45.06,1.28,57.8,5.07,0.87
Night,Sunday,Rainy,16.11,1.1,20.91,3.11,0.8
Midday,Tuesday,Clear,53.71,1.03,55.25,20.11,0.86
Evening Peak,Saturday,Rainy,12.98,1.33,20.24,29.03,0.93
Evening Peak,Thursday,Clear,25.89,1.25,32.25,21.03,0.91
Midday,Sunday,Stormy,59.56,1.25,112.08,33.42,0.29
Evening Peak,Sunday,Cloudy,31.12,1.4,43.52,16.13,0.79
Morning Peak,Sunday,Rainy,16.56,1.61,33.64,12.72,0.94
Night,Friday,Clear,58.46,0.96,56.24,40.96,0.75
Morning Peak,Sunday,Rainy,59.21,1.66,111.55,46.01,0.87
Night,Friday,Rainy,19.35,0.9,22.0,32.17,0.84
Midday,Saturday,Cloudy,53.24,1.04,55.44,17.6,0.93
Morning Peak,Tuesday,Cloudy,29.52,1.31,38.64,9.89,0.8
Midday,Wednesday,Rainy,29.07,1.13,36.63,10.86,1.0
Midday,Friday,Clear,23.13,1.27,29.44,13.41,0.74
Night,Sunday,Cloudy,12.24,0.89,10.91,10.54,0.92
Night,Sunday,Rainy,23.4,0.86,22.13,2.98,0.93
Night,Monday,Clear,12.69,1.08,13.68,7.49,1.0
Morning Peak,Sunday,Clear,56.22,1.35,76.05,16.59,0.9
Evening Peak,Tuesday,Clear,43.09,1.22,52.6,23.5,0.76
Night,Thursday,Rainy,54.33,1.06,65.41,22.09,0.97
Night,Thursday,Clear,45.86,1.01,46.34,4.81,0.84
Morning Peak,Sunday,Clear,16.56,1.51,25.03,40.88,0.69
Night,Monday,Clear,57.03,1.03,58.49,29.75,0.5
Morning Peak,Friday,Rainy,54.99,1.67,119.05,7.17,0.96
Midday,Tuesday,Clear,27.4,1.01,27.73,18.28,1.0
Night,Monday,Cloudy,15.58,1.0,15.62,10.48,0.97
Night,Friday,Clear,45.21,0.99,44.86,17.03,1.0
Midday,Tuesday,Rainy,46.42,1.29,72.09,30.53,0.71
Midday,Sunday,Stormy,54.84,1.29,92.96,4.78,0.9
Midday,Thursday,Clear,12.63,1.11,14.06,3.1,0.83
Night,Tuesday,Clear,17.09,0.98,16.69,13.9,0.4
Evening Peak,Sunday,Rainy,39.91,1.26,65.17,49.9,1.0
Evening Peak,Saturday,Clear,40.96,1.23,50.24,9.32,0.93
Evening Peak,Wednesday,Clear,11.68,1.37,16.04,4.85,0.93
Night,Tuesday,Rainy,29.85,1.01,37.54,23.34,1.0
Midday,Wednesday,Stormy,39.21,1.17,71.19,40.5,0.78
Night,Tuesday,Cloudy,46.9,0.93,43.56,38.68,0.88
Midday,Wednesday,Clear,25.81,1.25,32.14,31.45,0.38
Night,Saturday,Clear,34.2,1.04,35.51,5.91,0.71
Night,Thursday,Clear,50.7,1.02,51.7,24.23,0.83
Midday,Friday,Rainy,57.69,1.02,67.44,20.28,1.0
Evening Peak,Wednesday,Rainy,21.52,1.52,36.63,21.15,0.83
Midday,Saturday,Rainy,22.65,1.28,34.77,24.59,0.81
Morning Peak,Wednesday,Clear,56.99,1.33,75.78,34.15,0.59
Morning Peak,Thursday,Cloudy,29.8,1.5,44.72,30.38,0.76
Midday,Wednesday,Clear,45.92,1.3,59.53,17.16,0.86
Night,Saturday,Clear,40.61,0.98,39.79,34.9,0.88
Morning Peak,Sunday,Rainy,24.28,1.56,47.41,6.3,0.86
Morning Peak,Saturday,Clear,42.68,1.39,59.27,44.72,0.93
Night,Monday,Cloudy,42.78,0.97,41.48,24.73,1.0
Night,Thursday,Cloudy,39.62,0.93,36.92,24.17,0.8
Evening Peak,Sunday,Stormy,14.98,1.25,27.95,59.38,0.83
Night,Monday,Rainy,59.76,0.94,68.83,14.79,0.94
Midday,Thursday,Rainy,30.02,1.05,39.42,22.94,0.73
Midday,Sunday,Cloudy,41.91,1.22,51.1,43.79,0.77
Evening Peak,Wednesday,Clear,54.29,1.59,86.29,26.1,0.53
Morning Peak,Sunday,Clear,31.16,1.53,47.83,3.38,0.97
Morning Peak,Saturday,Cloudy,48.7,1.62,78.7,26.91,0.89
Night,Monday,Cloudy,58.59,0.93,54.45,5.49,0.96
Midday,Wednesday,Cloudy,27.95,1.04,29.11,27.54,0.96
Morning Peak,Saturday,Clear,30.26,1.79,54.03,10.45,0.84
Evening Peak,Thursday,Clear,55.28,1.25,69.2,19.15,0.95
Evening Peak,Sunday,Clear,17.98,1.24,22.38,25.69,0.49
Midday,Saturday,Cloudy,11.43,1.14,13.0,10.4,0.99
Evening Peak,Wednesday,Cloudy,55.44,1.46,81.15,15.95,0.86
Evening Peak,Monday,Cloudy,51.08,1.34,68.55,24.65,0.78
Midday,Monday,Clear,58.63,1.06,62.02,51.67,0.48
Night,Sunday,Clear,12.91,1.05,13.5,22.83,0.32
Night,Saturday,Rainy,17.81,0.91,18.54,1.01,0.79
Evening Peak,Wednesday,Rainy,15.27,1.28,24.04,5.87,0.9
Night,Tuesday,Clear,44.17,0.91,40.17,27.82,0.69
Night,Thursday,Cloudy,40.3,0.86,34.83,38.34,0.9
Evening Peak,Thursday,Clear,27.97,1.41,39.37,11.56,0.79
Night,Wednesday,Rainy,12.87,1.0,15.18,17.33,0.95
Evening Peak,Tuesday,Rainy,41.98,1.52,71.08,45.19,0.74
Morning Peak,Monday,Cloudy,38.51,1.41,54.44,17.78,0.94
Midday,Sunday,Cloudy,15.65,1.05,16.43,36.69,0.73
Midday,Friday,Clear,55.45,1.01,55.77,20.92,0.96
Night,Friday,Cloudy,19.95,0.87,17.32,18.88,1.0
Night,Sunday,Cloudy,47.18,0.81,38.08,21.81,0.93
Night,Wednesday,Cloudy,54.25,0.9,49.03,15.03,0.98
Midday,Tuesday,Cloudy,38.97,1.04,40.68,28.76,0.66
Morning Peak,Tuesday,Clear,22.34,1.59,35.52,22.9,0.9
Morning Peak,Thursday,Stormy,25.46,1.49,51.69,33.5,0.47
Midday,Monday,Rainy,54.29,1.03,70.26,20.42,0.77
Morning Peak,Saturday,Clear,24.91,1.5,37.37,21.59,1.0
Midday,Tuesday,Cloudy,47.31,1.06,50.28,13.75,0.77
Morning Peak,Sunday,Clear,59.51,1.64,97.6,19.97,0.99
Evening Peak,Saturday,Clear,59.99,1.35,80.73,5.7,0.87
Evening Peak,Friday,Clear,36.67,1.26,46.17,6.96,0.92
Midday,Saturday,Cloudy,51.33,1.1,56.71,13.71,0.9
Morning Peak,Monday,Rainy,59.51,1.41,107.51,41.85,0.9
Night,Sunday,Cloudy,28.73,1.04,29.85,47.87,1.0
Morning Peak,Monday,Cloudy,22.62,1.79,40.53,7.53,1.0
Evening Peak,Saturday,Clear,15.71,1.21,19.01,26.57,0.35
Evening Peak,Wednesday,Clear,17.04,1.48,25.16,17.77,0.86
Morning Peak,Tuesday,Clear,52.68,1.43,75.43,37.39,0.46
Morning Peak,Sunday,Rainy,39.44,1.33,60.81,16.19,0.96
Night,Wednesday,Rainy,53.69,0.8,49.14,36.44,0.36
Night,Saturday,Clear,49.47,1.06,52.65,44.86,0.49
Morning Peak,Tuesday,Cloudy,43.69,1.48,64.52,24.18,0.97
Morning Peak,Thursday,Rainy,40.47,1.8,80.39,28.59,0.36
Morning Peak,Wednesday,Clear,12.42,1.52,18.89,18.1,0.94
Morning Peak,Wednesday,Rainy,53.61,1.39,96.36,40.96,0.58
Midday,Saturday,Cloudy,30.89,1.23,38.09,29.71,1.0
Morning Peak,Friday,Cloudy,37.99,1.76,66.98,22.22,0.96
Night,Saturday,Clear,11.1,1.04,11.59,4.41,0.9
Evening Peak,Wednesday,Cloudy,56.8,1.5,85.1,9.11,0.74
Midday,Tuesday,Rainy,55.14,1.1,75.04,14.26,1.0
Morning Peak,Friday,Clear,37.16,1.33,49.51,39.64,0.81
Evening Peak,Saturday,Cloudy,38.87,1.28,49.77,19.02,0.87
Midday,Sunday,Clear,45.25,1.13,51.32,7.36,0.97
Evening Peak,Saturday,Rainy,23.23,1.58,47.48,27.14,0.61
Morning Peak,Wednesday,Cloudy,21.1,1.66,35.05,43.62,0.82
Morning Peak,Wednesday,Rainy,43.7,1.71,95.34,27.09,0.96
Night,Thursday,Clear,15.22,0.88,13.44,22.98,0.74
Morning Peak,Saturday,Clear,32.7,1.64,53.7,10.46,0.88
Morning Peak,Wednesday,Clear,34.64,1.73,59.97,17.75,0.8
Midday,Sunday,Clear,29.07,1.14,33.25,21.84,0.79
Night,Monday,Clear,19.26,0.93,17.9,11.22,1.0
Midday,Friday,Cloudy,27.77,1.22,33.76,13.71,0.77
Evening Peak,Monday,Clear,26.88,1.42,38.27,49.03,0.98
Morning Peak,Friday,Cloudy,34.96,1.8,62.81,32.45,0.4
Evening Peak,Sunday,Clear,43.73,1.37,59.92,16.0,0.55
Midday,Saturday,Cloudy,58.41,1.05,61.49,34.04,0.88
Morning Peak,Thursday,Rainy,17.21,1.54,30.87,22.47,0.8
Morning Peak,Wednesday,Cloudy,53.65,1.42,76.06,20.76,0.76
Midday,Wednesday,Stormy,24.21,1.17,37.73,18.09,1.0
Midday,Wednesday,Clear,39.57,1.04,41.06,11.8,0.9
Midday,Saturday,Clear,37.34,1.28,47.98,27.08,0.41
Midday,Friday,Clear,37.85,1.26,47.61,31.79,0.99
Midday,Sunday,Clear,46.17,1.05,48.32,27.92,0.23
Morning Peak,Wednesday,Cloudy,29.08,1.39,40.32,24.0,0.81
Midday,Monday,Clear,25.95,1.15,29.95,22.01,0.33
Morning Peak,Wednesday,Cloudy,52.64,1.69,88.78,31.8,0.83
Morning Peak,Saturday,Clear,21.0,1.41,29.61,42.61,0.83
Midday,Sunday,Stormy,19.01,1.02,28.07,49.62,0.9
Midday,Thursday,Rainy,10.78,1.16,13.87,30.98,0.76
Night,Sunday,Clear,20.53,1.01,20.68,39.11,0.76
Morning Peak,Monday,Clear,35.93,1.42,51.09,19.16,0.84
Midday,Wednesday,Rainy,36.93,1.22,50.99,14.41,0.82
Midday,Wednesday,Stormy,22.72,1.29,40.01,45.0,1.0
Midday,Tuesday,Clear,13.61,1.04,14.17,15.29,0.77
Night,Friday,Clear,47.23,0.95,45.03,36.16,0.27
Night,Monday,Rainy,47.9,0.82,48.26,32.23,0.32
Evening Peak,Tuesday,Rainy,59.89,1.28,92.34,43.68,0.6
Morning Peak,Sunday,Clear,55.0,1.34,73.97,10.08,0.71
Evening Peak,Thursday,Cloudy,56.3,1.36,76.66,19.43,0.92
Midday,Friday,Rainy,49.91,1.25,72.18,36.29,0.39
Night,Monday,Rainy,40.78,0.97,48.13,19.51,0.98
Night,Wednesday,Rainy,16.43,0.87,16.02,33.37,0.62
Evening Peak,Sunday,Rainy,41.12,1.22,62.56,8.76,0.84
Night,Monday,Clear,12.8,0.97,12.36,27.96,0.77
Midday,Wednesday,Rainy,54.26,1.04,70.11,20.86,0.37
Night,Friday,Clear,34.09,0.9,30.78,29.08,0.36
Evening Peak,Wednesday,Rainy,44.87,1.4,72.03,24.89,0.98
Midday,Thursday,Clear,12.61,1.27,16.03,21.43,1.0
Evening Peak,Sunday,Rainy,36.71,1.23,55.27,13.28,0.74
Night,Saturday,Clear,25.06,1.0,25.08,15.37,0.93
Evening Peak,Wednesday,Cloudy,24.25,1.21,29.23,34.23,0.53
Evening Peak,Thursday,Clear,29.48,1.45,42.81,15.74,0.7
Morning Peak,Saturday,Cloudy,10.03,1.58,15.81,11.22,0.83
Night,Sunday,Rainy,33.33,1.04,41.77,39.15,0.29
Night,Friday,Rainy,34.33,0.96,36.63,11.96,0.71
Evening Peak,Friday,Cloudy,53.16,1.34,71.29,17.69,0.79
Morning Peak,Sunday,Clear,32.43,1.42,46.09,14.07,0.79
Night,Sunday,Rainy,28.18,0.83,26.88,8.03,0.78
Midday,Monday,Rainy,59.74,1.16,90.11,29.09,0.94
Evening Peak,Thursday,Rainy,38.56,1.56,67.17,7.76,0.78
Night,Thursday,Rainy,33.63,0.95,38.56,4.41,0.19
Midday,Sunday,Rainy,34.8,1.22,53.98,7.23,0.86
Night,Tuesday,Clear,50.46,0.89,44.88,11.7,0.84
Midday,Tuesday,Rainy,27.03,1.13,35.58,11.59,0.77
Evening Peak,Saturday,Cloudy,29.46,1.33,39.17,28.44,0.97
Night,Saturday,Rainy,47.79,0.83,45.86,14.62,0.96
Night,Tuesday,Rainy,13.65,0.93,16.14,10.7,0.93
Morning Peak,Sunday,Clear,53.26,1.68,89.59,14.48,0.73
Evening Peak,Sunday,Clear,31.51,1.36,42.79,14.87,0.91
Midday,Saturday,Clear,39.06,1.2,46.68,18.03,0.77
Night,Wednesday,Clear,47.87,1.03,49.19,3.93,0.8
Night,Sunday,Cloudy,23.3,0.9,20.9,23.82,0.89
Midday,Tuesday,Rainy,54.52,1.24,78.43,4.84,0.87
Evening Peak,Thursday,Clear,58.96,1.34,78.75,19.28,0.86
Morning Peak,Sunday,Clear,34.71,1.43,49.57,30.82,0.73
Morning Peak,Sunday,Rainy,56.85,1.41,98.7,20.47,1.0
Night,Wednesday,Rainy,10.06,0.86,10.79,5.29,0.8
Midday,Saturday,Cloudy,54.71,1.22,66.81,28.21,0.97
Night,Sunday,Rainy,25.55,1.07,34.27,3.62,1.0
Midday,Friday,Cloudy,25.57,1.07,27.34,9.12,0.91
Morning Peak,Monday,Clear,21.4,1.34,28.74,13.15,0.81
Evening Peak,Tuesday,Clear,25.85,1.33,34.27,17.82,0.75
Midday,Friday,Clear,20.67,1.2,24.75,37.0,0.6
Morning Peak,Saturday,Clear,55.29,1.48,82.07,35.52,0.86
Night,Thursday,Rainy,54.95,0.96,68.86,33.97,0.42
Midday,Monday,Rainy,15.11,1.22,23.3,15.79,1.0
Evening Peak,Friday,Clear,17.14,1.36,23.37,14.07,0.91
Night,Monday,Clear,53.1,1.1,58.41,32.95,0.36
Night,Tuesday,Clear,29.95,0.89,26.63,9.11,0.97
Morning Peak,Saturday,Rainy,18.46,1.79,40.68,22.64,0.79
Midday,Sunday,Rainy,35.53,1.06,48.22,39.86,0.41
Night,Thursday,Clear,30.83,0.83,25.69,9.08,0.93
Evening Peak,Saturday,Clear,20.96,1.5,31.44,5.24,0.96
Midday,Monday,Cloudy,46.04,1.21,55.74,33.18,0.64
Evening Peak,Friday,Cloudy,41.56,1.52,63.36,6.3,0.87
Night,Tuesday,Clear,14.98,0.9,13.53,42.2,0.72
Evening Peak,Tuesday,Cloudy,56.27,1.57,88.47,7.57,0.96
Morning Peak,Saturday,Cloudy,37.92,1.36,51.57,16.19,0.74
Evening Peak,Sunday,Clear,22.51,1.21,27.28,18.24,0.94
Midday,Friday,Clear,20.31,1.09,22.15,18.5,0.83
Evening Peak,Sunday,Clear,16.8,1.52,25.51,32.14,0.54
Evening Peak,Sunday,Rainy,31.23,1.47,58.79,11.06,0.97
Morning Peak,Friday,Stormy,16.78,1.52,40.55,28.97,0.84
Evening Peak,Monday,Rainy,30.79,1.3,50.34,20.78,0.22
Evening Peak,Saturday,Rainy,17.44,1.22,24.31,32.97,1.0
Night,Saturday,Cloudy,42.84,0.9,38.61,20.97,0.92
Night,Wednesday,Cloudy,49.26,0.94,46.21,50.53,0.78
Midday,Saturday,Rainy,37.48,1.21,56.14,32.46,0.25
Night,Tuesday,Clear,44.0,0.99,43.73,14.78,1.0
Night,Monday,Cloudy,56.92,1.08,61.71,15.86,0.34
Night,Friday,Cloudy,41.92,0.83,34.8,0.55,0.79
Night,Saturday,Cloudy,28.21,0.9,25.41,24.1,0.91
Morning Peak,Monday,Clear,32.47,1.54,50.04,9.3,0.77
Night,Saturday,Cloudy,53.03,1.0,53.09,19.23,0.92
Morning Peak,Friday,Rainy,16.54,1.55,28.54,25.84,0.56
Morning Peak,Thursday,Clear,26.29,1.76,46.17,19.2,0.73
Night,Friday,Rainy,38.86,0.98,44.44,7.25,0.84
Evening Peak,Friday,Clear,43.82,1.22,53.28,29.27,0.27
Morning Peak,Friday,Rainy,48.17,1.36,73.42,3.59,0.98
Evening Peak,Saturday,Cloudy,25.91,1.5,38.9,32.8,0.4
Evening Peak,Wednesday,Cloudy,17.29,1.49,25.7,7.88,0.89
Night,Friday,Clear,57.74,0.85,48.85,31.78,0.3
Midday,Tuesday,Clear,13.82,1.02,14.06,6.55,0.77
Night,Tuesday,Cloudy,14.79,0.97,14.4,29.79,0.79
Midday,Monday,Clear,34.75,1.19,41.37,28.29,0.47
Midday,Wednesday,Cloudy,50.96,1.04,53.03,35.58,0.92
Night,Monday,Clear,48.73,0.94,45.9,0.69,0.89
